TxnDate,AccountNumber,AccountName,Debit,Credit,Currency
2024-09-30,2000,Accounts Payable,697.36,0.0,USD
2024-09-30,1010,Cash,0.0,697.36,USD
2024-09-30,6600,Marketing Expense,373.7,0.0,USD
2024-09-30,1010,Cash,0.0,373.7,USD
2024-10-01,1010,Cash,1596.43,0.0,USD
2024-10-01,1100,Accounts Receivable,0.0,1596.43,USD
2024-10-02,1100,Accounts Receivable,1590.82,0.0,USD
2024-10-02,4001,Revenue,0.0,1469.58,USD
2024-10-02,2200,Sales Tax Payable,0.0,121.24,USD
2024-10-02,5000,Cost of Goods Sold,776.25,0.0,USD
2024-10-02,1200,Inventory,0.0,776.25,USD
2024-10-02,1010,Cash,1144.5,0.0,USD
2024-10-02,4010,Service Revenue,0.0,1144.5,USD
2024-10-02,1010,Cash,1023.79,0.0,USD
2024-10-02,1100,Accounts Receivable,0.0,1023.79,USD
2024-10-02,2000,Accounts Payable,1587.12,0.0,USD
2024-10-02,1010,Cash,0.0,1587.12,USD
2024-10-03,1010,Cash,538.89,0.0,USD
2024-10-03,4010,Service Revenue,0.0,538.89,USD
2024-10-03,1200,Inventory,2436.63,0.0,USD
2024-10-03,2000,Accounts Payable,0.0,2436.63,USD
2024-10-03,2000,Accounts Payable,1147.06,0.0,USD
2024-10-03,1010,Cash,0.0,1147.06,USD
2024-10-04,1010,Cash,2453.7,0.0,USD
2024-10-04,4001,Revenue,0.0,2266.7,USD
2024-10-04,2200,Sales Tax Payable,0.0,187.0,USD
2024-10-04,5000,Cost of Goods Sold,1220.14,0.0,USD
2024-10-04,1200,Inventory,0.0,1220.14,USD
2024-10-04,6500,Office Supplies Expense,192.83,0.0,USD
2024-10-04,1010,Cash,0.0,192.83,USD
2024-10-07,1100,Accounts Receivable,984.8,0.0,USD
2024-10-07,4001,Revenue,0.0,909.75,USD
2024-10-07,2200,Sales Tax Payable,0.0,75.05,USD
2024-10-07,5000,Cost of Goods Sold,516.46,0.0,USD
2024-10-07,1200,Inventory,0.0,516.46,USD
2024-10-07,1010,Cash,612.99,0.0,USD
2024-10-07,1100,Accounts Receivable,0.0,612.99,USD
2024-10-08,1100,Accounts Receivable,989.51,0.0,USD
2024-10-08,4001,Revenue,0.0,914.1,USD
2024-10-08,2200,Sales Tax Payable,0.0,75.41,USD
2024-10-08,5000,Cost of Goods Sold,520.6,0.0,USD
2024-10-08,1200,Inventory,0.0,520.6,USD
2024-10-08,1100,Accounts Receivable,2289.51,0.0,USD
2024-10-08,4001,Revenue,0.0,2115.02,USD
2024-10-08,2200,Sales Tax Payable,0.0,174.49,USD
2024-10-08,5000,Cost of Goods Sold,1311.59,0.0,USD
2024-10-08,1200,Inventory,0.0,1311.59,USD
2024-10-08,1010,Cash,1069.66,0.0,USD
2024-10-08,4001,Revenue,0.0,988.14,USD
2024-10-08,2200,Sales Tax Payable,0.0,81.52,USD
2024-10-08,5000,Cost of Goods Sold,596.16,0.0,USD
2024-10-08,1200,Inventory,0.0,596.16,USD
2024-10-08,1010,Cash,2289.86,0.0,USD
2024-10-08,1100,Accounts Receivable,0.0,2289.86,USD
2024-10-08,1200,Inventory,1070.97,0.0,USD
2024-10-08,2000,Accounts Payable,0.0,1070.97,USD
2024-10-08,2000,Accounts Payable,674.88,0.0,USD
2024-10-08,1010,Cash,0.0,674.88,USD
2024-10-09,1010,Cash,1143.22,0.0,USD
2024-10-09,4010,Service Revenue,0.0,1143.22,USD
2024-10-10,1100,Accounts Receivable,3381.81,0.0,USD
2024-10-10,4001,Revenue,0.0,3124.07,USD
2024-10-10,2200,Sales Tax Payable,0.0,257.74,USD
2024-10-10,5000,Cost of Goods Sold,1723.36,0.0,USD
2024-10-10,1200,Inventory,0.0,1723.36,USD
2024-10-10,1100,Accounts Receivable,3049.6,0.0,USD
2024-10-10,4001,Revenue,0.0,2817.18,USD
2024-10-10,2200,Sales Tax Payable,0.0,232.42,USD
2024-10-10,5000,Cost of Goods Sold,1617.87,0.0,USD
2024-10-10,1200,Inventory,0.0,1617.87,USD
2024-10-10,1010,Cash,761.29,0.0,USD
2024-10-10,1100,Accounts Receivable,0.0,761.29,USD
2024-10-11,1100,Accounts Receivable,1200.8,0.0,USD
2024-10-11,4001,Revenue,0.0,1109.28,USD
2024-10-11,2200,Sales Tax Payable,0.0,91.52,USD
2024-10-11,5000,Cost of Goods Sold,650.78,0.0,USD
2024-10-11,1200,Inventory,0.0,650.78,USD
2024-10-11,1010,Cash,4024.22,0.0,USD
2024-10-11,1100,Accounts Receivable,0.0,4024.22,USD
2024-10-14,1100,Accounts Receivable,4032.86,0.0,USD
2024-10-14,4001,Revenue,0.0,3725.51,USD
2024-10-14,2200,Sales Tax Payable,0.0,307.35,USD
2024-10-14,5000,Cost of Goods Sold,2133.16,0.0,USD
2024-10-14,1200,Inventory,0.0,2133.16,USD
2024-10-14,1200,Inventory,1063.72,0.0,USD
2024-10-14,2000,Accounts Payable,0.0,1063.72,USD
2024-10-14,2000,Accounts Payable,1357.66,0.0,USD
2024-10-14,1010,Cash,0.0,1357.66,USD
2024-10-15,1010,Cash,1045.26,0.0,USD
2024-10-15,4001,Revenue,0.0,965.6,USD
2024-10-15,2200,Sales Tax Payable,0.0,79.66,USD
2024-10-15,5000,Cost of Goods Sold,557.48,0.0,USD
2024-10-15,1200,Inventory,0.0,557.48,USD
2024-10-15,1010,Cash,1429.05,0.0,USD
2024-10-15,4010,Service Revenue,0.0,1429.05,USD
2024-10-15,1010,Cash,1397.68,0.0,USD
2024-10-15,1100,Accounts Receivable,0.0,1397.68,USD
2024-10-15,2000,Accounts Payable,1743.89,0.0,USD
2024-10-15,1010,Cash,0.0,1743.89,USD
2024-10-16,1100,Accounts Receivable,1969.54,0.0,USD
2024-10-16,4001,Revenue,0.0,1819.44,USD
2024-10-16,2200,Sales Tax Payable,0.0,150.1,USD
2024-10-16,5000,Cost of Goods Sold,985.84,0.0,USD
2024-10-16,1200,Inventory,0.0,985.84,USD
2024-10-16,1100,Accounts Receivable,3220.08,0.0,USD
2024-10-16,4001,Revenue,0.0,2974.67,USD
2024-10-16,2200,Sales Tax Payable,0.0,245.41,USD
2024-10-16,5000,Cost of Goods Sold,1554.29,0.0,USD
2024-10-16,1200,Inventory,0.0,1554.29,USD
2024-10-16,2000,Accounts Payable,1589.16,0.0,USD
2024-10-16,1010,Cash,0.0,1589.16,USD
2024-10-17,1010,Cash,417.55,0.0,USD
2024-10-17,4010,Service Revenue,0.0,417.55,USD
2024-10-17,1010,Cash,643.19,0.0,USD
2024-10-17,1100,Accounts Receivable,0.0,643.19,USD
2024-10-17,2000,Accounts Payable,1411.55,0.0,USD
2024-10-17,1010,Cash,0.0,1411.55,USD
2024-10-18,1010,Cash,1101.73,0.0,USD
2024-10-18,4001,Revenue,0.0,1017.76,USD
2024-10-18,2200,Sales Tax Payable,0.0,83.97,USD
2024-10-18,5000,Cost of Goods Sold,579.58,0.0,USD
2024-10-18,1200,Inventory,0.0,579.58,USD
2024-10-18,1100,Accounts Receivable,2299.94,0.0,USD
2024-10-18,4001,Revenue,0.0,2124.66,USD
2024-10-18,2200,Sales Tax Payable,0.0,175.28,USD
2024-10-18,5000,Cost of Goods Sold,1144.65,0.0,USD
2024-10-18,1200,Inventory,0.0,1144.65,USD
2024-10-18,6500,Office Supplies Expense,231.33,0.0,USD
2024-10-18,1010,Cash,0.0,231.33,USD
2024-10-21,1010,Cash,832.17,0.0,USD
2024-10-21,4010,Service Revenue,0.0,832.17,USD
2024-10-22,1100,Accounts Receivable,625.45,0.0,USD
2024-10-22,4001,Revenue,0.0,577.78,USD
2024-10-22,2200,Sales Tax Payable,0.0,47.67,USD
2024-10-22,5000,Cost of Goods Sold,330.9,0.0,USD
2024-10-22,1200,Inventory,0.0,330.9,USD
2024-10-22,6800,Software Subscriptions Expense,193.97,0.0,USD
2024-10-22,1010,Cash,0.0,193.97,USD
2024-10-23,1010,Cash,1247.84,0.0,USD
2024-10-23,4010,Service Revenue,0.0,1247.84,USD
2024-10-24,1010,Cash,1599.0,0.0,USD
2024-10-24,4001,Revenue,0.0,1477.14,USD
2024-10-24,2200,Sales Tax Payable,0.0,121.86,USD
2024-10-24,5000,Cost of Goods Sold,784.55,0.0,USD
2024-10-24,1200,Inventory,0.0,784.55,USD
2024-10-24,1100,Accounts Receivable,2601.09,0.0,USD
2024-10-24,4001,Revenue,0.0,2402.85,USD
2024-10-24,2200,Sales Tax Payable,0.0,198.24,USD
2024-10-24,5000,Cost of Goods Sold,1454.48,0.0,USD
2024-10-24,1200,Inventory,0.0,1454.48,USD
2024-10-24,6600,Marketing Expense,274.24,0.0,USD
2024-10-24,1010,Cash,0.0,274.24,USD
2024-10-28,1010,Cash,578.92,0.0,USD
2024-10-28,4010,Service Revenue,0.0,578.92,USD
2024-10-28,1200,Inventory,660.7,0.0,USD
2024-10-28,1010,Cash,0.0,660.7,USD
2024-10-29,1100,Accounts Receivable,750.11,0.0,USD
2024-10-29,4010,Service Revenue,0.0,750.11,USD
2024-10-29,1010,Cash,2082.49,0.0,USD
2024-10-29,1100,Accounts Receivable,0.0,2082.49,USD
2024-10-30,1010,Cash,598.59,0.0,USD
2024-10-30,4010,Service Revenue,0.0,598.59,USD
2024-10-31,1010,Cash,1165.81,0.0,USD
2024-10-31,4001,Revenue,0.0,1076.96,USD
2024-10-31,2200,Sales Tax Payable,0.0,88.85,USD
2024-10-31,5000,Cost of Goods Sold,668.71,0.0,USD
2024-10-31,1200,Inventory,0.0,668.71,USD
2024-10-31,1010,Cash,1125.12,0.0,USD
2024-10-31,4010,Service Revenue,0.0,1125.12,USD
2024-10-31,1010,Cash,981.97,0.0,USD
2024-10-31,1100,Accounts Receivable,0.0,981.97,USD
2024-11-01,6600,Marketing Expense,446.83,0.0,USD
2024-11-01,1010,Cash,0.0,446.83,USD
2024-11-04,1010,Cash,1050.44,0.0,USD
2024-11-04,4001,Revenue,0.0,970.38,USD
2024-11-04,2200,Sales Tax Payable,0.0,80.06,USD
2024-11-04,5000,Cost of Goods Sold,592.23,0.0,USD
2024-11-04,1200,Inventory,0.0,592.23,USD
2024-11-05,1010,Cash,836.62,0.0,USD
2024-11-05,4001,Revenue,0.0,772.86,USD
2024-11-05,2200,Sales Tax Payable,0.0,63.76,USD
2024-11-05,5000,Cost of Goods Sold,489.92,0.0,USD
2024-11-05,1200,Inventory,0.0,489.92,USD
2024-11-05,1010,Cash,821.73,0.0,USD
2024-11-05,4001,Revenue,0.0,759.1,USD
2024-11-05,2200,Sales Tax Payable,0.0,62.63,USD
2024-11-05,5000,Cost of Goods Sold,410.55,0.0,USD
2024-11-05,1200,Inventory,0.0,410.55,USD
2024-11-05,1200,Inventory,4709.07,0.0,USD
2024-11-05,2000,Accounts Payable,0.0,4709.07,USD
2024-11-05,6600,Marketing Expense,661.05,0.0,USD
2024-11-05,1010,Cash,0.0,661.05,USD
2024-11-06,1010,Cash,1047.97,0.0,USD
2024-11-06,4001,Revenue,0.0,968.1,USD
2024-11-06,2200,Sales Tax Payable,0.0,79.87,USD
2024-11-06,5000,Cost of Goods Sold,540.96,0.0,USD
2024-11-06,1200,Inventory,0.0,540.96,USD
2024-11-06,1010,Cash,1395.51,0.0,USD
2024-11-06,1100,Accounts Receivable,0.0,1395.51,USD
2024-11-06,1200,Inventory,871.39,0.0,USD
2024-11-06,2000,Accounts Payable,0.0,871.39,USD
2024-11-07,1100,Accounts Receivable,1280.13,0.0,USD
2024-11-07,4001,Revenue,0.0,1182.57,USD
2024-11-07,2200,Sales Tax Payable,0.0,97.56,USD
2024-11-07,5000,Cost of Goods Sold,619.89,0.0,USD
2024-11-07,1200,Inventory,0.0,619.89,USD
2024-11-07,1100,Accounts Receivable,2558.0,0.0,USD
2024-11-07,4001,Revenue,0.0,2363.05,USD
2024-11-07,2200,Sales Tax Payable,0.0,194.95,USD
2024-11-07,5000,Cost of Goods Sold,1480.1,0.0,USD
2024-11-07,1200,Inventory,0.0,1480.1,USD
2024-11-08,1010,Cash,2633.47,0.0,USD
2024-11-08,1100,Accounts Receivable,0.0,2633.47,USD
2024-11-11,1010,Cash,985.87,0.0,USD
2024-11-11,4001,Revenue,0.0,910.73,USD
2024-11-11,2200,Sales Tax Payable,0.0,75.14,USD
2024-11-11,5000,Cost of Goods Sold,533.32,0.0,USD
2024-11-11,1200,Inventory,0.0,533.32,USD
2024-11-11,1010,Cash,789.67,0.0,USD
2024-11-11,4010,Service Revenue,0.0,789.67,USD
2024-11-11,1010,Cash,1400.56,0.0,USD
2024-11-11,4001,Revenue,0.0,1293.82,USD
2024-11-11,2200,Sales Tax Payable,0.0,106.74,USD
2024-11-11,5000,Cost of Goods Sold,708.41,0.0,USD
2024-11-11,1200,Inventory,0.0,708.41,USD
2024-11-11,1010,Cash,971.93,0.0,USD
2024-11-11,1100,Accounts Receivable,0.0,971.93,USD
2024-11-11,1200,Inventory,2030.14,0.0,USD
2024-11-11,2000,Accounts Payable,0.0,2030.14,USD
2024-11-12,1010,Cash,901.8,0.0,USD
2024-11-12,4001,Revenue,0.0,833.07,USD
2024-11-12,2200,Sales Tax Payable,0.0,68.73,USD
2024-11-12,5000,Cost of Goods Sold,510.92,0.0,USD
2024-11-12,1200,Inventory,0.0,510.92,USD
2024-11-12,1010,Cash,4894.86,0.0,USD
2024-11-12,4001,Revenue,0.0,4521.81,USD
2024-11-12,2200,Sales Tax Payable,0.0,373.05,USD
2024-11-12,5000,Cost of Goods Sold,2471.03,0.0,USD
2024-11-12,1200,Inventory,0.0,2471.03,USD
2024-11-12,1200,Inventory,1536.05,0.0,USD
2024-11-12,2000,Accounts Payable,0.0,1536.05,USD
2024-11-13,1100,Accounts Receivable,1302.0,0.0,USD
2024-11-13,4001,Revenue,0.0,1202.77,USD
2024-11-13,2200,Sales Tax Payable,0.0,99.23,USD
2024-11-13,5000,Cost of Goods Sold,680.97,0.0,USD
2024-11-13,1200,Inventory,0.0,680.97,USD
2024-11-13,1100,Accounts Receivable,2660.51,0.0,USD
2024-11-13,4001,Revenue,0.0,2457.75,USD
2024-11-13,2200,Sales Tax Payable,0.0,202.76,USD
2024-11-13,5000,Cost of Goods Sold,1485.95,0.0,USD
2024-11-13,1200,Inventory,0.0,1485.95,USD
2024-11-13,1010,Cash,1610.88,0.0,USD
2024-11-13,1100,Accounts Receivable,0.0,1610.88,USD
2024-11-14,1100,Accounts Receivable,417.58,0.0,USD
2024-11-14,4010,Service Revenue,0.0,417.58,USD
2024-11-14,6800,Software Subscriptions Expense,411.38,0.0,USD
2024-11-14,1010,Cash,0.0,411.38,USD
2024-11-15,1010,Cash,1922.6,0.0,USD
2024-11-15,4001,Revenue,0.0,1776.07,USD
2024-11-15,2200,Sales Tax Payable,0.0,146.53,USD
2024-11-15,5000,Cost of Goods Sold,1115.47,0.0,USD
2024-11-15,1200,Inventory,0.0,1115.47,USD
2024-11-15,1010,Cash,987.38,0.0,USD
2024-11-15,4001,Revenue,0.0,912.13,USD
2024-11-15,2200,Sales Tax Payable,0.0,75.25,USD
2024-11-15,5000,Cost of Goods Sold,508.26,0.0,USD
2024-11-15,1200,Inventory,0.0,508.26,USD
2024-11-15,1010,Cash,852.92,0.0,USD
2024-11-15,4001,Revenue,0.0,787.92,USD
2024-11-15,2200,Sales Tax Payable,0.0,65.0,USD
2024-11-15,5000,Cost of Goods Sold,437.0,0.0,USD
2024-11-15,1200,Inventory,0.0,437.0,USD
2024-11-15,6600,Marketing Expense,542.89,0.0,USD
2024-11-15,1010,Cash,0.0,542.89,USD
2024-11-18,1010,Cash,1669.53,0.0,USD
2024-11-18,4001,Revenue,0.0,1542.29,USD
2024-11-18,2200,Sales Tax Payable,0.0,127.24,USD
2024-11-18,5000,Cost of Goods Sold,963.23,0.0,USD
2024-11-18,1200,Inventory,0.0,963.23,USD
2024-11-18,1200,Inventory,1770.53,0.0,USD
2024-11-18,2000,Accounts Payable,0.0,1770.53,USD
2024-11-19,1010,Cash,2269.46,0.0,USD
2024-11-19,4001,Revenue,0.0,2096.5,USD
2024-11-19,2200,Sales Tax Payable,0.0,172.96,USD
2024-11-19,5000,Cost of Goods Sold,1141.92,0.0,USD
2024-11-19,1200,Inventory,0.0,1141.92,USD
2024-11-19,1010,Cash,458.09,0.0,USD
2024-11-19,1100,Accounts Receivable,0.0,458.09,USD
2024-11-20,1010,Cash,905.1,0.0,USD
2024-11-20,4001,Revenue,0.0,836.12,USD
2024-11-20,2200,Sales Tax Payable,0.0,68.98,USD
2024-11-20,5000,Cost of Goods Sold,514.18,0.0,USD
2024-11-20,1200,Inventory,0.0,514.18,USD
2024-11-21,1100,Accounts Receivable,1527.69,0.0,USD
2024-11-21,4001,Revenue,0.0,1411.26,USD
2024-11-21,2200,Sales Tax Payable,0.0,116.43,USD
2024-11-21,5000,Cost of Goods Sold,823.77,0.0,USD
2024-11-21,1200,Inventory,0.0,823.77,USD
2024-11-21,1010,Cash,1586.6,0.0,USD
2024-11-21,1100,Accounts Receivable,0.0,1586.6,USD
2024-11-22,1010,Cash,1294.53,0.0,USD
2024-11-22,1100,Accounts Receivable,0.0,1294.53,USD
2024-11-22,1200,Inventory,1052.26,0.0,USD
2024-11-22,2000,Accounts Payable,0.0,1052.26,USD
2024-11-22,6800,Software Subscriptions Expense,642.19,0.0,USD
2024-11-22,1010,Cash,0.0,642.19,USD
2024-11-25,1010,Cash,1318.91,0.0,USD
2024-11-25,4001,Revenue,0.0,1218.39,USD
2024-11-25,2200,Sales Tax Payable,0.0,100.52,USD
2024-11-25,5000,Cost of Goods Sold,737.5,0.0,USD
2024-11-25,1200,Inventory,0.0,737.5,USD
2024-11-26,1010,Cash,1263.56,0.0,USD
2024-11-26,4001,Revenue,0.0,1167.26,USD
2024-11-26,2200,Sales Tax Payable,0.0,96.3,USD
2024-11-26,5000,Cost of Goods Sold,694.34,0.0,USD
2024-11-26,1200,Inventory,0.0,694.34,USD
2024-11-26,1010,Cash,1897.29,0.0,USD
2024-11-26,1100,Accounts Receivable,0.0,1897.29,USD
2024-11-27,1010,Cash,729.41,0.0,USD
2024-11-27,4010,Service Revenue,0.0,729.41,USD
2024-11-27,1010,Cash,769.16,0.0,USD
2024-11-27,4001,Revenue,0.0,710.54,USD
2024-11-27,2200,Sales Tax Payable,0.0,58.62,USD
2024-11-27,5000,Cost of Goods Sold,371.1,0.0,USD
2024-11-27,1200,Inventory,0.0,371.1,USD
2024-11-27,1010,Cash,965.14,0.0,USD
2024-11-27,1100,Accounts Receivable,0.0,965.14,USD
2024-11-27,6800,Software Subscriptions Expense,313.24,0.0,USD
2024-11-27,1010,Cash,0.0,313.24,USD
2024-11-28,1010,Cash,2813.16,0.0,USD
2024-11-28,4001,Revenue,0.0,2598.76,USD
2024-11-28,2200,Sales Tax Payable,0.0,214.4,USD
2024-11-28,5000,Cost of Goods Sold,1479.53,0.0,USD
2024-11-28,1200,Inventory,0.0,1479.53,USD
2024-11-28,6800,Software Subscriptions Expense,256.55,0.0,USD
2024-11-28,1010,Cash,0.0,256.55,USD
2024-11-29,1010,Cash,1928.73,0.0,USD
2024-11-29,4001,Revenue,0.0,1781.74,USD
2024-11-29,2200,Sales Tax Payable,0.0,146.99,USD
2024-11-29,5000,Cost of Goods Sold,1135.12,0.0,USD
2024-11-29,1200,Inventory,0.0,1135.12,USD
2024-12-02,1010,Cash,2083.47,0.0,USD
2024-12-02,4010,Service Revenue,0.0,2083.47,USD
2024-12-02,1010,Cash,1278.39,0.0,USD
2024-12-02,4001,Revenue,0.0,1180.96,USD
2024-12-02,2200,Sales Tax Payable,0.0,97.43,USD
2024-12-02,5000,Cost of Goods Sold,687.75,0.0,USD
2024-12-02,1200,Inventory,0.0,687.75,USD
2024-12-02,1010,Cash,1265.49,0.0,USD
2024-12-02,1100,Accounts Receivable,0.0,1265.49,USD
2024-12-02,2000,Accounts Payable,678.43,0.0,USD
2024-12-02,1010,Cash,0.0,678.43,USD
2024-12-03,1010,Cash,1019.14,0.0,USD
2024-12-03,4001,Revenue,0.0,941.47,USD
2024-12-03,2200,Sales Tax Payable,0.0,77.67,USD
2024-12-03,5000,Cost of Goods Sold,553.62,0.0,USD
2024-12-03,1200,Inventory,0.0,553.62,USD
2024-12-03,6800,Software Subscriptions Expense,378.99,0.0,USD
2024-12-03,1010,Cash,0.0,378.99,USD
2024-12-04,1010,Cash,2068.08,0.0,USD
2024-12-04,4001,Revenue,0.0,1910.47,USD
2024-12-04,2200,Sales Tax Payable,0.0,157.61,USD
2024-12-04,5000,Cost of Goods Sold,1217.32,0.0,USD
2024-12-04,1200,Inventory,0.0,1217.32,USD
2024-12-05,1100,Accounts Receivable,1357.56,0.0,USD
2024-12-05,4001,Revenue,0.0,1254.1,USD
2024-12-05,2200,Sales Tax Payable,0.0,103.46,USD
2024-12-05,5000,Cost of Goods Sold,796.75,0.0,USD
2024-12-05,1200,Inventory,0.0,796.75,USD
2024-12-05,1010,Cash,950.73,0.0,USD
2024-12-05,4001,Revenue,0.0,878.27,USD
2024-12-05,2200,Sales Tax Payable,0.0,72.46,USD
2024-12-05,5000,Cost of Goods Sold,477.17,0.0,USD
2024-12-05,1200,Inventory,0.0,477.17,USD
2024-12-05,1010,Cash,1632.11,0.0,USD
2024-12-05,1100,Accounts Receivable,0.0,1632.11,USD
2024-12-09,1010,Cash,224.79,0.0,USD
2024-12-09,4010,Service Revenue,0.0,224.79,USD
2024-12-09,1010,Cash,2067.51,0.0,USD
2024-12-09,1100,Accounts Receivable,0.0,2067.51,USD
2024-12-10,1100,Accounts Receivable,2180.17,0.0,USD
2024-12-10,4001,Revenue,0.0,2014.01,USD
2024-12-10,2200,Sales Tax Payable,0.0,166.16,USD
2024-12-10,5000,Cost of Goods Sold,1135.63,0.0,USD
2024-12-10,1200,Inventory,0.0,1135.63,USD
2024-12-10,1010,Cash,739.52,0.0,USD
2024-12-10,4001,Revenue,0.0,683.16,USD
2024-12-10,2200,Sales Tax Payable,0.0,56.36,USD
2024-12-10,5000,Cost of Goods Sold,374.13,0.0,USD
2024-12-10,1200,Inventory,0.0,374.13,USD
2024-12-10,1010,Cash,733.42,0.0,USD
2024-12-10,1100,Accounts Receivable,0.0,733.42,USD
2024-12-10,1200,Inventory,2070.19,0.0,USD
2024-12-10,2000,Accounts Payable,0.0,2070.19,USD
2024-12-11,1010,Cash,2038.0,0.0,USD
2024-12-11,4001,Revenue,0.0,1882.68,USD
2024-12-11,2200,Sales Tax Payable,0.0,155.32,USD
2024-12-11,5000,Cost of Goods Sold,1020.81,0.0,USD
2024-12-11,1200,Inventory,0.0,1020.81,USD
2024-12-11,6500,Office Supplies Expense,175.1,0.0,USD
2024-12-11,1010,Cash,0.0,175.1,USD
2024-12-12,1010,Cash,819.17,0.0,USD
2024-12-12,4001,Revenue,0.0,756.74,USD
2024-12-12,2200,Sales Tax Payable,0.0,62.43,USD
2024-12-12,5000,Cost of Goods Sold,438.42,0.0,USD
2024-12-12,1200,Inventory,0.0,438.42,USD
2024-12-12,1010,Cash,1095.36,0.0,USD
2024-12-12,4001,Revenue,0.0,1011.88,USD
2024-12-12,2200,Sales Tax Payable,0.0,83.48,USD
2024-12-12,5000,Cost of Goods Sold,619.46,0.0,USD
2024-12-12,1200,Inventory,0.0,619.46,USD
2024-12-13,1200,Inventory,1370.11,0.0,USD
2024-12-13,2000,Accounts Payable,0.0,1370.11,USD
2024-12-16,1100,Accounts Receivable,2337.01,0.0,USD
2024-12-16,4001,Revenue,0.0,2158.9,USD
2024-12-16,2200,Sales Tax Payable,0.0,178.11,USD
2024-12-16,5000,Cost of Goods Sold,1375.33,0.0,USD
2024-12-16,1200,Inventory,0.0,1375.33,USD
2024-12-16,1010,Cash,785.15,0.0,USD
2024-12-16,4001,Revenue,0.0,725.31,USD
2024-12-16,2200,Sales Tax Payable,0.0,59.84,USD
2024-12-16,5000,Cost of Goods Sold,438.94,0.0,USD
2024-12-16,1200,Inventory,0.0,438.94,USD
2024-12-16,1100,Accounts Receivable,1349.85,0.0,USD
2024-12-16,4001,Revenue,0.0,1246.97,USD
2024-12-16,2200,Sales Tax Payable,0.0,102.88,USD
2024-12-16,5000,Cost of Goods Sold,656.17,0.0,USD
2024-12-16,1200,Inventory,0.0,656.17,USD
2024-12-16,1010,Cash,1129.88,0.0,USD
2024-12-16,1100,Accounts Receivable,0.0,1129.88,USD
2024-12-16,1200,Inventory,870.92,0.0,USD
2024-12-16,2000,Accounts Payable,0.0,870.92,USD
2024-12-17,1010,Cash,3938.57,0.0,USD
2024-12-17,4001,Revenue,0.0,3638.4,USD
2024-12-17,2200,Sales Tax Payable,0.0,300.17,USD
2024-12-17,5000,Cost of Goods Sold,1980.15,0.0,USD
2024-12-17,1200,Inventory,0.0,1980.15,USD
2024-12-17,1010,Cash,1578.95,0.0,USD
2024-12-17,1100,Accounts Receivable,0.0,1578.95,USD
2024-12-17,6800,Software Subscriptions Expense,355.18,0.0,USD
2024-12-17,1010,Cash,0.0,355.18,USD
2024-12-18,1010,Cash,1249.06,0.0,USD
2024-12-18,4001,Revenue,0.0,1153.87,USD
2024-12-18,2200,Sales Tax Payable,0.0,95.19,USD
2024-12-18,5000,Cost of Goods Sold,624.65,0.0,USD
2024-12-18,1200,Inventory,0.0,624.65,USD
2024-12-18,1010,Cash,3880.42,0.0,USD
2024-12-18,4001,Revenue,0.0,3584.68,USD
2024-12-18,2200,Sales Tax Payable,0.0,295.74,USD
2024-12-18,5000,Cost of Goods Sold,2156.5,0.0,USD
2024-12-18,1200,Inventory,0.0,2156.5,USD
2024-12-18,1010,Cash,1818.06,0.0,USD
2024-12-18,4001,Revenue,0.0,1679.5,USD
2024-12-18,2200,Sales Tax Payable,0.0,138.56,USD
2024-12-18,5000,Cost of Goods Sold,1033.62,0.0,USD
2024-12-18,1200,Inventory,0.0,1033.62,USD
2024-12-18,1010,Cash,1612.23,0.0,USD
2024-12-18,1100,Accounts Receivable,0.0,1612.23,USD
2024-12-19,1010,Cash,1496.08,0.0,USD
2024-12-19,1100,Accounts Receivable,0.0,1496.08,USD
2024-12-20,1010,Cash,936.66,0.0,USD
2024-12-20,1100,Accounts Receivable,0.0,936.66,USD
2024-12-23,1010,Cash,682.56,0.0,USD
2024-12-23,4010,Service Revenue,0.0,682.56,USD
2024-12-23,1100,Accounts Receivable,3304.35,0.0,USD
2024-12-23,4001,Revenue,0.0,3052.52,USD
2024-12-23,2200,Sales Tax Payable,0.0,251.83,USD
2024-12-23,5000,Cost of Goods Sold,1805.58,0.0,USD
2024-12-23,1200,Inventory,0.0,1805.58,USD
2024-12-23,1010,Cash,1318.55,0.0,USD
2024-12-23,1100,Accounts Receivable,0.0,1318.55,USD
2024-12-24,1010,Cash,952.97,0.0,USD
2024-12-24,4010,Service Revenue,0.0,952.97,USD
2024-12-24,1100,Accounts Receivable,1279.16,0.0,USD
2024-12-24,4001,Revenue,0.0,1181.67,USD
2024-12-24,2200,Sales Tax Payable,0.0,97.49,USD
2024-12-24,5000,Cost of Goods Sold,722.77,0.0,USD
2024-12-24,1200,Inventory,0.0,722.77,USD
2024-12-25,1100,Accounts Receivable,749.25,0.0,USD
2024-12-25,4010,Service Revenue,0.0,749.25,USD
2024-12-25,1010,Cash,1958.74,0.0,USD
2024-12-25,4001,Revenue,0.0,1809.46,USD
2024-12-25,2200,Sales Tax Payable,0.0,149.28,USD
2024-12-25,5000,Cost of Goods Sold,1033.09,0.0,USD
2024-12-25,1200,Inventory,0.0,1033.09,USD
2024-12-26,1010,Cash,1560.26,0.0,USD
2024-12-26,4001,Revenue,0.0,1441.35,USD
2024-12-26,2200,Sales Tax Payable,0.0,118.91,USD
2024-12-26,5000,Cost of Goods Sold,857.09,0.0,USD
2024-12-26,1200,Inventory,0.0,857.09,USD
